FINESCALE_ID,ID_1,ID_2,TYPE,N_IND,ORDER,FAMILY,GENUS,SPECIES,ETH_A,SI_A,RESOLUTION,
Xerobdellidae,B,15,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,B,16,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,B,17,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Xerobdellidae,B,18,AB,0,Arhynchobdellidae,Xerobdellidae,NA,NA,0,0,Family,
Aeshna,C,1,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,2,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,3,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,4,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,5,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,6,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,7,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,8,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,9,CD,1,Odonata,Aeshnidae,Aeshna,NA,0,1,Genus,
Aeshna,C,10,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,11,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,12,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,13,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,14,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,15,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,16,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,17,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Aeshna,C,18,CD,0,Odonata,Aeshnidae,Aeshna,NA,0,0,Genus,
Agrypnia,C,1,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,2,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,3,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,4,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,5,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,6,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,7,CD,1,Trichoptera,Phryganeidae,Agrypnia,NA,0,1,Genus,
Agrypnia,C,8,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,9,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,10,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,11,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,12,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,13,CD,3,Trichoptera,Phryganeidae,Agrypnia,NA,0,3,Genus,
Agrypnia,C,14,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,15,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,16,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,17,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Agrypnia,C,18,CD,0,Trichoptera,Phryganeidae,Agrypnia,NA,0,0,Genus,
Argia,C,1,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,2,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,3,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,4,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,5,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,6,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,7,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,8,CD,1,Odonata,Coenagrionidae,Argia,NA,0,1,Genus,
Argia,C,9,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,10,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,11,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,12,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,13,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,14,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,15,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,16,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,17,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Argia,C,18,CD,0,Odonata,Coenagrionidae,Argia,NA,0,0,Genus,
Arigomphus,C,1,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,2,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,3,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,4,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,5,CD,2,Odonata,Gomphidae,Arigomphus,NA,0,2,Genus,
Arigomphus,C,6,CD,1,Odonata,Gomphidae,Arigomphus,NA,0,1,Genus,
Arigomphus,C,7,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,8,CD,1,Odonata,Gomphidae,Arigomphus,NA,0,1,Genus,
Arigomphus,C,9,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,10,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,11,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,12,CD,1,Odonata,Gomphidae,Arigomphus,NA,0,1,Genus,
Arigomphus,C,13,CD,2,Odonata,Gomphidae,Arigomphus,NA,0,2,Genus,
Arigomphus,C,14,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,15,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,16,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,17,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Arigomphus,C,18,CD,0,Odonata,Gomphidae,Arigomphus,NA,0,0,Genus,
Cernotina,C,1,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,2,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,3,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,4,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,5,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,6,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,7,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,8,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,9,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,10,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,11,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,12,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,13,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,14,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,15,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,16,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,17,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Cernotina,C,18,CD,0,Trichoptera,Polycentropodidae,Cernotina,NA,0,0,Genus,
Chironomidae,C,1,CD,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,C,2,CD,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,C,3,CD,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,C,4,CD,2,Diptera,Chironomidae,NA,NA,2,0,Family,
Chironomidae,C,5,CD,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,C,6,CD,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,C,7,CD,4,Diptera,Chironomidae,NA,NA,3,0,Family,
Chironomidae,C,8,CD,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,C,9,CD,5,Diptera,Chironomidae,NA,NA,5,0,Family,
Chironomidae,C,10,CD,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Chironomidae,C,11,CD,5,Diptera,Chironomidae,NA,NA,5,0,Family,
Chironomidae,C,12,CD,3,Diptera,Chironomidae,NA,NA,3,0,Family,
Chironomidae,C,13,CD,3,Diptera,Chironomidae,NA,NA,3,0,Family,
Chironomidae,C,14,CD,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,C,15,CD,4,Diptera,Chironomidae,NA,NA,4,0,Family,
Chironomidae,C,16,CD,0,Diptera,Chironomidae,NA,NA,0,0,Family,
Chironomidae,C,17,CD,8,Diptera,Chironomidae,NA,NA,8,0,Family,
Chironomidae,C,18,CD,1,Diptera,Chironomidae,NA,NA,1,0,Family,
Cinygmula,C,1,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,2,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,3,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,4,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,5,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,6,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,7,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,8,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,9,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,10,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,11,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,12,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,13,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,14,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,15,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,16,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,17,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Cinygmula,C,18,CD,0,Ephemenoptera,Heptageniidae,Cinygmula,NA,0,0,Genus,
Crangonyx,C,1,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,2,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,3,CD,3,Amphipoda,Crangonyctidae,Crangonyx,NA,3,0,Genus,
Crangonyx,C,4,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,5,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,6,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,7,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,8,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,9,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,10,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,11,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,12,CD,1,Amphipoda,Crangonyctidae,Crangonyx,NA,1,0,Genus,
Crangonyx,C,13,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,14,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,15,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,16,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,17,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Crangonyx,C,18,CD,0,Amphipoda,Crangonyctidae,Crangonyx,NA,0,0,Genus,
Dannella,C,1,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,2,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,3,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,4,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,5,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,6,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,7,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,8,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,9,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,10,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,11,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,12,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,13,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,14,CD,1,Ephemenoptera,Ephemerellidae,Dannella,NA,1,0,Genus,
Dannella,C,15,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,16,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,17,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dannella,C,18,CD,0,Ephemenoptera,Ephemerellidae,Dannella,NA,0,0,Genus,
Dicranopselaphus,C,1,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,2,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,3,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,4,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,5,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,6,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,7,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,8,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,9,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,10,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,11,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,12,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,13,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,14,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,15,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,16,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,17,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Dicranopselaphus,C,18,CD,0,Coleoptera,Psephenidae,Dicranopselaphus,NA,0,0,Genus,
Enallagma,C,1,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,2,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,3,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,4,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,5,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,6,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,7,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,8,CD,1,Odonata,Coenagrionidae,Enallagma,NA,0,1,Genus,
Enallagma,C,9,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,10,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,11,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,12,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,13,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,14,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,15,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,16,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,17,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Enallagma,C,18,CD,0,Odonata,Coenagrionidae,Enallagma,NA,0,0,Genus,
Ephemera,C,1,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,2,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,3,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,4,CD,2,Ephemenoptera,Ephemeridae,Ephemera,NA,1,1,Genus,
Ephemera,C,5,CD,1,Ephemenoptera,Ephemeridae,Ephemera,NA,0,1,Genus,
Ephemera,C,6,CD,1,Ephemenoptera,Ephemeridae,Ephemera,NA,0,1,Genus,
Ephemera,C,7,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,8,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,9,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,10,CD,3,Ephemenoptera,Ephemeridae,Ephemera,NA,1,2,Genus,
Ephemera,C,11,CD,2,Ephemenoptera,Ephemeridae,Ephemera,NA,0,2,Genus,
Ephemera,C,12,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,13,CD,4,Ephemenoptera,Ephemeridae,Ephemera,NA,3,1,Genus,
Ephemera,C,14,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,15,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,16,CD,0,Ephemenoptera,Ephemeridae,Ephemera,NA,0,0,Genus,
Ephemera,C,17,CD,9,Ephemenoptera,Ephemeridae,Ephemera,NA,0,9,Genus,
Ephemera,C,18,CD,2,Ephemenoptera,Ephemeridae,Ephemera,NA,2,0,Genus,
Eurylophella,C,1,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,2,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,3,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,4,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,5,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,6,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,7,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,8,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,9,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,10,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,11,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,12,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,13,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,14,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,15,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,16,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Eurylophella,C,17,CD,1,Ephemenoptera,Ephemerellidae,Eurylophella,NA,1,0,Genus,
Eurylophella,C,18,CD,0,Ephemenoptera,Ephemerellidae,Eurylophella,NA,0,0,Genus,
Gomphus,C,1,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,2,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,3,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,4,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,5,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,6,CD,1,Odonata,Gomphidae,Gomphus,NA,0,1,Genus,
Gomphus,C,7,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,8,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,9,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,10,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,11,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,12,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,13,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,14,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,15,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,16,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,17,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Gomphus,C,18,CD,0,Odonata,Gomphidae,Gomphus,NA,0,0,Genus,
Haliplus,C,1,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,2,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,3,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,4,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,5,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,6,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,7,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,8,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,9,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,10,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,11,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,12,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,13,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,14,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,15,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,16,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,17,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Haliplus,C,18,CD,0,Coleoptera,Haliplidae,Haliplus,NA,0,0,Genus,
Hesperocorixa,C,1,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,2,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,3,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,4,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,5,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,6,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,7,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,8,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,9,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,10,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,11,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
Hesperocorixa,C,12,CD,0,Hemiptera,Corixidae,Hesperocorixa,NA,0,0,Genus,
