FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
PS.TKL.071113.MWT.055,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.055,,,615.6891364,255.2668182,178.8507727,117.2762727,,,,,,,,64.29527273,,
PS.TKL.071113.MWT.056,2,3,3,3,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.056.OTO2,,,625.8568636,209.8799545,210.0786818,117.0010909,63.93436364,,,,,,,24.96277273,,
PS.TKL.071113.MWT.057,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.057,,,579.9113636,247.0670909,169.3960909,138.4357727,,,,,,,,25.01240909,,
PS.TKL.071113.MWT.058,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.058,,,469.3428636,238.7328636,173.7790909,,,,,,,,,56.83090909,,
PS.TKL.071113.MWT.059,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.059,,,891.7042273,272.8075455,259.1307727,178.2675909,140.7917273,,,,,,,40.70659091,,
PS.TKL.071113.MWT.060,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.060,,,880.5083636,272.3148182,249.8677273,167.4307727,162.8897273,,,,,,,28.00531818,,
PS.TKL.071113.MWT.061,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.061,,,604.6431364,227.5016818,164.2035455,117.6702273,73.65881818,,,,,,,21.60886364,,
PS.TKL.071113.MWT.062,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.062,,,583.8285,255.228,169.7299545,119.7690455,,,,,,,,39.1015,,
PS.TKL.071113.MWT.063,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.063,,,541.5171818,238.3708636,148.4298182,122.7945909,,,,,,,,31.92190909,,
PS.TKL.071113.MWT.064,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.TKL.071113.MWT.064,,,554.3165909,236.0697273,156.7147273,116.0685,,,,,,,,45.46363636,,
PS.WLL.071013.MWT.001,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.001,,,315.7229545,242.0641364,,,,,,,,,,73.65881818,,
PS.WLL.071013.MWT.002,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.002,,,303.8844545,241.3683636,,,,,,,,,,62.51609091,,
PS.WLL.071013.MWT.003,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.003,,,359.4619545,283.6086818,,,,,,,,,,75.85327273,,
PS.WLL.071013.MWT.004,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.004,,,327.8546818,260.8219545,,,,,,,,,,67.03272727,,
PS.WLL.071013.MWT.005,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.005,,,329.6193636,252.1330455,,,,,,,,,,77.48631818,,
PS.WLL.071013.MWT.006,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.006,,,357.9851364,299.0342727,,,,,,,,,,58.95086364,,
PS.WLL.071013.MWT.007,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.007,,,396.202,322.9256818,,,,,,,,,,73.27631818,,
PS.WLL.071013.MWT.008,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.008,,,266.5745455,212.4473636,,,,,,,,,,54.12718182,,
PS.WLL.071013.MWT.009,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.009,,,484.9068182,409.2171364,,,,,,,,,,75.68968182,,
PS.WLL.071013.MWT.010,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.010,,,456.9016364,253.2564545,153.1271818,,,,,,,,,50.518,,
PS.WLL.071013.MWT.011,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.011,,,480.5909545,262.9395,189.8237727,,,,,,,,,27.82768182,,
PS.WLL.071013.MWT.012,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.012,,,518.9551364,261.9475909,193.9583182,,,,,,,,,63.04922727,,
PS.WLL.071013.MWT.013,2,2,2,2,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.013.OTO2,,,397.4781818,219.2794545,116.3671818,,,,,,,,,61.83154545,,
PS.WLL.071013.MWT.014,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.014,,,445.6002727,250.0413182,158.9687727,,,,,,,,,36.59018182,,
PS.WLL.071013.MWT.015,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.015,,,454.594,261.8323636,148.2069091,,,,,,,,,44.55472727,,
PS.WLL.071013.MWT.016,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.016,,,450.0041818,238.1835455,169.0933636,,,,,,,,,42.72727273,,
PS.WLL.071013.MWT.017,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.017,,,449.3479091,251.5292273,134.7694545,,,,,,,,,63.04922727,,
PS.WLL.071013.MWT.018,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.018,,,517.8977273,244.5725,209.2746364,,,,,,,,,64.05059091,,
PS.WLL.071013.MWT.019,2,2,2,2,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.019.OTO2,,,517.1429545,217.5084091,241.9019091,,,,,,,,,57.73263636,,
PS.WLL.071013.MWT.020,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.020,,,515.1837273,287.2684091,181.3471364,,,,,,,,,46.56818182,,
PS.WLL.071013.MWT.021,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.021,,,437.6655909,225.2088182,174.1021818,,,,,,,,,38.35459091,,
PS.WLL.071013.MWT.022,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.022,,,414.3985,221.1259545,168.5425909,,,,,,,,,24.72995455,,
PS.WLL.071013.MWT.023,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.023,,,403.9736818,199.7208636,158.2470909,,,,,,,,,46.00572727,,
PS.WLL.071013.MWT.024,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.024,,,404.5335909,202.874,168.3193636,,,,,,,,,33.34022727,,
PS.WLL.071013.MWT.025,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.025,,,453.6958636,235.6703182,162.7501364,,,,,,,,,55.27540909,,
PS.WLL.071013.MWT.026,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.026,,,500.3395909,286.1095455,164.4952273,,,,,,,,,49.73481818,,
PS.WLL.071013.MWT.027,,1,2,2,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.027.OTO2,,,468.9101818,220.2421818,190.8852727,,,,,,,,,57.78272727,,
PS.WLL.071013.MWT.028,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.028,,,515.1922273,314.6098182,151.1225,,,,,,,,,49.45990909,,
PS.WLL.071013.MWT.029,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.029,,,376.3966818,210.9267273,131.8213182,,,,,,,,,33.64863636,,
PS.WLL.071013.MWT.030,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.030,,,598.2007727,231.8181818,182.9148636,95.28122727,,,,,,,,88.1865,,
PS.WLL.071013.MWT.031,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.031,,,529.3872273,237.1490455,150.1789545,107.4420909,,,,,,,,34.61713636,,
PS.WLL.071013.MWT.032,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.032,,,483.3059091,202.7007727,164.8565455,90.73618182,,,,,,,,25.01240909,,
PS.WLL.071013.MWT.033,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.033,,,573.9693636,232.8408636,173.1024545,127.4414545,,,,,,,,40.58459091,,
PS.WLL.071013.MWT.034,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.034,,,570.537,230.9251818,173.7148636,125.9279545,,,,,,,,39.969,,
PS.WLL.071013.MWT.035,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.035,,,540.598,252.6438636,140.4420455,118.5065455,,,,,,,,29.00554545,,
PS.WLL.071013.MWT.036,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.036,,,570.3261818,276.2200455,151.6220909,112.2644545,,,,,,,,30.21959091,,
PS.WLL.071013.MWT.037,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.037,,,581.9395,251.1082727,185.784,114.4877273,,,,,,,,30.5595,,
PS.WLL.071013.MWT.038,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.038,,,582.4675455,225.0032273,195.4228182,127.3051818,,,,,,,,34.73631818,,
PS.WLL.071013.MWT.039,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.039,,,470.9859545,142.6577727,182.5643636,114.8948636,,,,,,,,30.86895455,,
PS.WLL.071013.MWT.040,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.040,,,550.4130909,249.3048182,151.4584545,75.46,,,,,,,,74.18981818,,
PS.WLL.071013.MWT.041,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.041,,,580.7488636,212.4570909,191.4753636,21.28127273,112.1171364,,,,,,,43.418,,
PS.WLL.071013.MWT.042,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.042,,,548.8999091,265.9086818,121.9842727,128.0657273,,,,,,,,32.94122727,,
PS.WLL.071013.MWT.043,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.043,,,555.0814091,247.6601364,158.1347727,114.9811364,,,,,,,,34.30536364,,
PS.WLL.071013.MWT.044,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071013.MWT.044,,,515.3315,211.9897727,161.1733636,112.3895455,,,,,,,,29.77881818,,
PS.WLL.071213.MWT.001,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.MWT.001,,,668.1610909,261.7250455,131.9278636,94.9815,129.1101364,39.46963636,,,,,,10.94690909,,
PS.WLL.071213.MWT.002,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.MWT.002,,,509.4225909,283.6785909,171.3654545,,,,,,,,,54.37854545,,
PS.WLL.071213.MWT.003,1,1,,,,1,2012,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.MWT.003,,,405.1993636,334.3835909,,,,,,,,,,70.81577273,,
PS.WLL.071213.RANG.001,3,3,3,3,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.001.OTO2,,,576.4502273,280.0147727,153.2593636,102.0654545,,,,,,,,41.11063636,,
PS.WLL.071213.RANG.002,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.002,,,684.5382727,215.7324545,153.5179545,116.4381818,93.78186364,70.09440909,,,,,,34.97340909,,
PS.WLL.071213.RANG.003,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.003,,,552.944,258.7254091,148.8801364,113.2100909,,,,,,,,32.12836364,,
PS.WLL.071213.RANG.004,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.004,,,692.4486818,221.3874545,154.2269545,158.9765909,88.4485,44.39677273,,,,,,25.01240909,,
PS.WLL.071213.RANG.005,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.005,,,677.3385455,180.0206818,150.9090909,121.8215909,102.7272727,89.13263636,,,,,,32.72727273,,
PS.WLL.071213.RANG.006,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.006,,,667.2958636,226.6135909,177.4101818,120.4571364,107.4420909,,,,,,,35.37286364,,
PS.WLL.071213.RANG.007,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.007,,,649.0251818,266.5125455,152.7949091,126.0886364,72.11104545,,,,,,,31.51804545,,
PS.WLL.071213.RANG.008,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.008,,,882.7950909,343.4547273,177.2727273,116.5658636,122.0012273,89.46118182,,,,,,34.03936364,,
PS.WLL.071213.RANG.009,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.009,,,691.7656364,202.4988636,173.2241818,109.4010909,91.88568182,79.38295455,,,,,,35.37286364,,
PS.WLL.071213.RANG.010,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.010,,,501.1694545,228.1510455,159.7544545,77.70468182,,,,,,,,35.55927273,,
PS.WLL.071213.RANG.011,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.011,,,659.7594545,303.3722273,186.8773182,138.1100455,,,,,,,,31.39986364,,
PS.WLL.071213.RANG.012,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.012,,,620.6607273,205.6736364,184.5185909,113.6363636,94.37922727,,,,,,,22.45290909,,
PS.WLL.071213.RANG.013,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.013,,,913.8374091,296.8957727,199.5739091,125.3688636,112.7455909,122.2989091,,,,,,56.95436364,,
PS.WLL.071213.RANG.014,5,5,,,,5,2008,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.014,,,847.5301364,257.8615,222.8070455,120.3438636,112.2460455,94.8335,,,,,,39.43818182,,
PS.WLL.071213.RANG.015,3,3,3,3,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.015.OTO2,,,507.6347273,155.8156364,201.5641364,113.9595455,,,,,,,,36.29540909,,
PS.WLL.071213.RANG.016,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.016.OTO2,,,546.3038182,173.0165,155.6245909,128.3879545,71.00227273,,,,,,,18.2725,,
PS.WLL.071213.RANG.017,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.017,,,624.4802273,214.426,155.8156364,119.1776364,101.7207273,,,,,,,33.34022727,,
PS.WLL.071213.RANG.018,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.018,,,505.0249091,220.1877273,148.3601818,101.9195909,,,,,,,,34.55740909,,
PS.WLL.071213.RANG.019,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.019,,,543.8081818,216.4266364,167.5417727,130.9627273,,,,,,,,28.87704545,,
PS.WLL.071213.RANG.020,3,3,3,3,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.020.OTO2,,,584.3648182,242.9655,182.3288182,119.1325455,,,,,,,,39.93795455,,
PS.WLL.071213.RANG.021,4,4,,,,4,2009,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.021,,,676.3170455,260.0222273,132.6431818,130.2413636,104.581,,,,,,,48.82927273,,
PS.WLL.071213.RANG.022,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.022,,,570.014,223.9391818,190.1130455,115.6940909,,,,,,,,40.26768182,,
PS.WLL.071213.RANG.023,2,2,,,,2,2011,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.023,,,480.211,281.5835,158.2470909,,,,,,,,,40.38040909,,
PS.WLL.071213.RANG.024,3,3,,,,3,2010,PTK,KJJ,OTOLITH,TRANSVERSE,,PS.WLL.071213.RANG.024,,,499.4681818,186.7711818,157.8811364,120.4022273,,,,,,,,34.41363636,,
RS.HAL.050416.TPN.001,1,1,,,,1,2015,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
RS.HAL.050616.TPN.001,1,1,,,,1,2015,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
RS.HAL.050916.TPN.001,1,1,,,,1,2015,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
RS.HAL.052416.BEF.001,,,1,1,,1,2015,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,OTO1 unreadable so mounted OTO2
RS.HAL.052416.BEF.002,1,1,,,,1,2015,KJJ,EAB,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
RWF.LML.042512.GLN.001,3,3,,,,3,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042512.GLN.002,6,6,,,,6,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Did not count edge
RWF.LML.042512.GLN.003,3,3,,,,3,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042512.GLN.004,3,4,,,,3,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; upper left edge shows 3 bumps + edge
RWF.LML.042512.GLN.005,2,5,,,,3,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; view US-down w/side light
RWF.LML.042809.GLN.001,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.002,5,5,,,,5,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.003,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.004,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.005,6,6,,,,6,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.006,5,5,,,,5,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.007,6,6,,,,6,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.008,5,5,,,,5,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.009,3,3,,,,3,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.010,7,7,,,,7,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.011,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.012,2,3,3,3,,3,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.013,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.014,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.015,2,2,,,,2,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042809.GLN.016,3,4,4,5,,,,EAB,KJJ,,,,,,,,,,,,,,,,,,,,DO NOT USE. Could not agree on age for either OTO
RWF.LML.042809.GLN.017,4,4,,,,4,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.042910.GLN.001,6,7,,,,7,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042910.GLN.002,5,5,,,,5,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042910.GLN.003,6,6,,,,6,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042910.GLN.004,6,6,,,,6,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042910.GLN.005,2,3,,,,2,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.042910.GLN.006,2,3,,,,2,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.050113.GLN.001,2,3,,,,2,2011,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.050206.GLN.001,4,5,5,5,,5,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Counted edge; appear to be 4 marks on right side, plus the edge"
RWF.LML.050607.GLN.001,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Reverse, side light.  Annulus forming at edge"
RWF.LML.050607.GLN.002,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.050607.GLN.003,2,2,3,3,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.004,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.005,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.006,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.007,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
RWF.LML.050607.GLN.008,3,3,,,,3,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.009,4,3,4,4,,4,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.010,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050607.GLN.011,2,2,,,,2,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.001,5,5,5,5,,5,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.002,3,3,,,,3,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.003,4,4,,,,4,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.004,13,13,,,,13,1995,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Reverse, side light"
RWF.LML.050708.GLN.005,4,6,6,6,,6,2002,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.006,4,4,,,,4,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.007,3,3,,,,3,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.008,3,3,,,,3,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.009,3,3,,,,3,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.010,3,3,,,,3,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.050708.GLN.011,4,4,,,,4,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.052214.BEF.001,1,1,1,1,,1,2013,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Mount OTO2
RWF.LML.092109.BEF.001,5,5,,,,5,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.092109.BEF.002,0,0,0,0,,0,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
RWF.LML.102617.TPN.001,1,0,,,,0,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
RWF.LML.103009.TPN.001,0,0,0,0,,0,2009,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
SMB.FBL.051410.BEF.002,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Poor otolith; counted edge; probably mount OTO2
SMB.FBL.051410.BEF.003,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051410.BEF.004,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051410.BEF.005,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
SMB.FBL.051410.BEF.006,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like one is forming)
SMB.FBL.051410.BEF.007,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051410.BEF.010,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051410.BEF.012,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051410.BEF.015,1,1,,,,1,2009,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
SMB.FBL.051410.BEF.019,2,2,,,,2,2008,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (looks like a year's growth past last annulus)
