FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
ST.PRL.080910.GLN.011,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P0809G011,,,464.047387,276.882553,,,,,,,,,,187.164834,,
ST.PRL.081208.RANG.001,0,0,,,,0,2008,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Focus hard to see did not use for Focus to edge measurement
ST.PRL.081208.RANG.002,0,0,,,,0,2008,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.081208.RANG.002-100X,,,288.4035682,,,,,,,,,,,,,
ST.PRL.082808.GLN.001,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.001-100X,,,469.7408475,346.1070684,,,,,,,,,,123.6337791,,
ST.PRL.082808.GLN.002,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.002-100X,,,669.7821172,383.0279258,190.0434214,,,,,,,,,96.71076998,,
ST.PRL.082808.GLN.003,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.003-100X,,,564.2212902,397.8035351,,,,,,,,,,166.4177551,,
ST.PRL.082808.GLN.004,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.004-100X,,,407.4652294,281.3478612,,,,,,,,,,126.1173682,,
ST.PRL.082808.GLN.005,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.005-100X,,,571.8978064,411.7488122,,,,,,,,,,160.1489942,,
ST.PRL.082808.GLN.006,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.006-100X,,,433.0199893,318.1643098,,,,,,,,,,114.8556795,,
ST.PRL.082808.GLN.007,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.007-100X,,,537.5751761,400.2102285,,,,,,,,,,137.3649476,,
ST.PRL.082808.GLN.008,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.008-40X,,,807.6349591,428.5917844,246.6540121,,,,,,,,,132.3891626,,
ST.PRL.082808.GLN.009,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.009-100X,,,450.5839486,322.721613,,,,,,,,,,127.8623356,,
ST.PRL.082808.GLN.010,2,2,,,,2,2006,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.010-100X,,,482.57149,224.9589949,173.1387191,,,,,,,,,84.47377611,,
ST.PRL.082808.GLN.011,1,1,,,,1,2007,Justin Chiotti,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.082808.GLN.010-100X,,,484.7827697,326.6676308,,,,,,,,,,158.1151389,,
ST.PRL.082812.GLN.001,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812001,,,682.5,356.4,205.2,,,,,,,,,120.9,,
ST.PRL.082812.GLN.002,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812002,,,593.9,308.4,189.2,,,,,,,,,96.3,,
ST.PRL.082812.GLN.003,3,3,,,,3,2009,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812003,,,651.8,263.5,191.1,132.2,,,,,,,,65,,
ST.PRL.082812.GLN.004,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812004,,,686.9,419.1,198.8,,,,,,,,,69,,
ST.PRL.082812.GLN.005,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812005,,,592.5,435.2,,,,,,,,,,157.3,,
ST.PRL.082812.GLN.006,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812006,,,578.4,416.6,,,,,,,,,,161.8,,
ST.PRL.082812.GLN.007,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812007,,,586.3,429.4,,,,,,,,,,156.9,,
ST.PRL.082812.GLN.008,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812008,,,618.2,455,,,,,,,,,,163.2,,
ST.PRL.082812.GLN.009,2,2,,,,2,2010,KJJ,EAB,,,PROXIMAL EDGE VENTRAL OF SULCUS,P82812009,,,711.5079065,400.1893679,205.0015961,,,,,,,,,106.3169425,,
ST.PRL.082812.GLN.010,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812010,,,569.7,402.9,,,,,,,,,,166.8,,
ST.PRL.082812.GLN.011,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812011,,,567.8,406.6,,,,,,,,,,161.2,,
ST.PRL.082812.GLN.012,1,1,,,,1,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812012,,,562.5,406.3,,,,,,,,,,156.2,,
ST.PRL.082812.GLN.013,2,2,,,,2,2010,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P82812013,,,732.5306271,428.5668023,217.9103833,,,,,,,,,86.05344144,,
ST.PRL.082812.GLN.014,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812014,,,679.1,330.6,245.7,,,,,,,,,102.8,,
ST.PRL.082812.GLN.015,2,2,,,,2,2010,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P82812015,,,620.5,356.5,173.1,,,,,,,,,90.9,,
ST.PRL.082812.GLN.016,1,1,,,,1,2011,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P82812016,,,562.8628074,379.0617857,,,,,,,,,,183.8010218,,
ST.PRL.090209.GLN.001,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.001-100X,,P0902G001 (2009 FISH BC MEAS),527.1412829,374.2334263,,,,,,,,,,152.9078567,,
ST.PRL.090209.GLN.006,2,2,,,,2,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.006-100X,,P0902G006 (2009 FISH BC MEAS),613.2287357,340.276137,162.0986371,,,,,,,,,110.8539616,,
ST.PRL.090209.GLN.008,3,3,,,,3,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.008-100X,,P0902G008 (2009 FISH BC MEAS),841.1693802,399.6574404,251.5136383,93.48653126,,,,,,,,96.51177025,,
ST.PRL.090209.GLN.009,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.009-100X,,P0902G009 (2009 FISH BC MEAS),635.4474116,399.8847085,,,,,,,,,,235.5627031,,
ST.PRL.090209.GLN.010,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.010-100X,,P0902G010 (2009 FISH BC MEAS),588.5315508,382.7352555,,,,,,,,,,205.7962953,,
ST.PRL.090209.GLN.013,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.090209.GLN.013-100X,,P0902G013 (2009 FISH BC MEAS),518.9746385,327.8993147,,,,,,,,,,191.0753238,,
ST.PRL.090513.GLN.001,3,3,,,,3,2010,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P90513001,,,740.5,367.9,180.1,104,,,,,,,,88.5,,
ST.PRL.090513.GLN.002,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P90513002,,,565.2,421.6,,,,,,,,,,143.6,,
ST.PRL.090513.GLN.003,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P90513003,,,555.1,340,,,,,,,,,,215.1,,
ST.PRL.090513.GLN.004,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P90513004,,,696.8,419.3,,,,,,,,,,277.5,,
ST.PRL.090813.RANG.001,1,1,,,,1,2012,EAB,KJJ,,,PROXIMAL EDGE VENTRAL OF SULCUS,P90813001,,,515.0581957,348.4267399,,,,,,,,,,166.6314557,,
ST.PRL.090814.GLN.001,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814001,,,476.5,306.7,,,,,,,,,,169.8,,
ST.PRL.090814.GLN.002,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814002,,,552.1,346,,,,,,,,,,206.1,,
ST.PRL.090814.GLN.004,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814004,,,507.4,336.2,,,,,,,,,,171.2,,
ST.PRL.090814.GLN.005,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814005,,,638.5,466.9,,,,,,,,,,171.6,,
ST.PRL.090814.GLN.006,2,2,,,,2,2012,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814006,,,663.7,440.8,131,,,,,,,,,91.9,,
ST.PRL.090814.GLN.007,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814007,,,553.6,381.7,,,,,,,,,,171.9,,
ST.PRL.090814.GLN.008,3,3,,,,3,2011,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814008,,,855,362.5,238.6,164.3,,,,,,,,89.6,,
ST.PRL.090814.GLN.009,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814009,,,485,350.1,,,,,,,,,,134.9,,
ST.PRL.090814.GLN.010,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814010,,,495,374.6,,,,,,,,,,120.4,,
ST.PRL.090814.GLN.011,1,1,,,,1,2013,KJJ,EAB,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,P90814011,,,562.8,399.8,,,,,,,,,,163,,
ST.PRL.100418.TPN.001,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.002,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.003,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.004,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.005,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.006,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.007,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,4th is hard to see; best seen with side light right-side up
ST.PRL.100418.TPN.008,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.009,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.010,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.011,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.012,1,1,,,,1,2017,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.013,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.014,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.015,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.016,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,4th is not far from edge and difficult to see
ST.PRL.100418.TPN.017,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.018,4,4,,,,4,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,4th is not far from edge and difficult to see
ST.PRL.100418.TPN.019,3,3,,,,3,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100418.TPN.020,2,2,,,,2,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.001,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.002,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.003,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.004,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.005,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.006,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.007,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.008,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.009,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.010,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.011,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.012,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.013,4,4,,,,4,2013,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.014,5,5,,,,5,2012,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.015,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.016,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.017,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.018,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.019,1,1,,,,1,2016,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100517.TPN.020,2,2,,,,2,2015,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100605.GLN.013,1,1,1,1,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Could be 2; mount OTO2?
ST.PRL.100605.GLN.030,1,1,,,,1,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
ST.PRL.100710.TPN.002,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T002,,,606.5579248,284.4098308,181.6073949,,,,,,,,,140.5406991,,
ST.PRL.100710.TPN.003,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T003,,,530.7138363,337.3827632,,,,,,,,,,193.3310731,,
ST.PRL.100710.TPN.004,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T004,,,736.3056681,396.1413329,220.4304142,,,,,,,,,119.733921,,
ST.PRL.100710.TPN.009,3,3,,,,3,2007,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T009,,,728.9413889,324.3013063,221.3521716,121.069695,,,,,,,,62.21821608,,
ST.PRL.100710.TPN.010,2,2,2,2,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T010OTO2,P1007T010,,633.9294737,371.5888457,163.2553765,,,,,,,,,99.08525156,,
ST.PRL.100710.TPN.011,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T011,,,507.5810674,345.9670873,,,,,,,,,,161.6139801,,
ST.PRL.100710.TPN.013,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T013,,,683.414235,319.9582071,210.8363135,,,,,,,,,152.6197144,,
ST.PRL.100710.TPN.014,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T014,,,662.7256309,383.9571835,172.6196492,,,,,,,,,106.1487982,,
ST.PRL.100710.TPN.016,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T016,,,605.5090285,409.3458538,,,,,,,,,,196.1631747,,
ST.PRL.100710.TPN.018,0,0,,,,0,2010,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
ST.PRL.100710.TPN.020,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T020,,,602.6035775,408.8185532,,,,,,,,,,193.7850243,,
ST.PRL.100710.TPN.021,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T021,,,696.73367,398.1437713,194.678257,,,,,,,,,103.9116417,,
ST.PRL.100710.TPN.022,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T022,,,684.2846478,387.1894468,212.709168,,,,,,,,,84.38603297,,
ST.PRL.100710.TPN.023,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T023,,,647.0435304,346.0420667,194.8510355,,,,,,,,,106.1504282,,
ST.PRL.100710.TPN.024,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T024,,,784.2109724,455.6545863,187.6310102,,,,,,,,,140.925376,,
ST.PRL.100710.TPN.025,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T025,,,650.3515881,430.3531203,,,,,,,,,,219.9984678,,
ST.PRL.100710.TPN.026,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T026,,,697.6089727,396.7819176,212.6570085,,,,,,,,,88.17004672,,
ST.PRL.100710.TPN.027,,,3,3,,3,2007,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T027OTO2,P1007T027,,723.6447477,338.0820274,175.4949454,123.607584,,,,,,,,86.46019084,,
ST.PRL.100710.TPN.028,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T028,,,601.5856509,348.6989447,138.2464931,,,,,,,,,114.6402131,,
ST.PRL.100710.TPN.029,2,1,1,1,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T029,,,566.5034507,382.3948414,,,,,,,,,,184.1086093,,
ST.PRL.100710.TPN.030,2,2,,,,2,2008,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T030,,,674.0010628,329.0404921,201.5176805,,,,,,,,,143.4428902,,
ST.PRL.100710.TPN.032,1,1,,,,1,2009,KURT JIRKA,BEN KISSINGER,OTOLITH,TRANSVERSE,TRANSVERSE,P1007T032,,,559.2891303,372.2840349,,,,,,,,,,187.0050953,,
ST.PRL.100809.TPN.003,1,1,,,,1,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.003-100X,,P1008T003 (2009 FISH BC MEAS),581.1146053,398.7941074,,,,,,,,,,182.320498,,
ST.PRL.100809.TPN.004,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.004-100X,,P1008T004 (2009 FISH BC MEAS),679.4402325,456.4966282,,,,,,,,,,222.9436043,,
ST.PRL.100809.TPN.005,1,1,,,,1,2008,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.005-100X,,P1008T005 (2009 FISH BC MEAS),451.1915611,274.2047174,,,,,,,,,,176.9868437,,
ST.PRL.100809.TPN.008,1,1,,,,1,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.008-100X,,P1008T008 (2009 FISH BC MEAS),587.9841062,388.2504384,,,,,,,,,,199.7336678,,
ST.PRL.100809.TPN.010,4,,2,2,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.010.OTO2-100X,,P1008T010 (2009 FISH BC MEAS),830.9709015,419.2746823,281.280046,,,,,,,,,130.4161732,,
ST.PRL.100809.TPN.011,1,1,,,,1,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.011-100X,,P1008T011 (2009 FISH BC MEAS),465.1935649,291.4041981,,,,,,,,,,173.7893669,,
ST.PRL.100809.TPN.013,1,1,,,,1,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.013-100X,,P1008T013 (2009 FISH BC MEAS),446.4468029,268.0756247,,,,,,,,,,178.3711782,,
ST.PRL.100809.TPN.014,2,2,,,,2,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.014-100X,,P1008T014 (2009 FISH BC MEAS),738.5120796,412.3708768,218.7148448,,,,,,,,,107.426358,,
ST.PRL.100809.TPN.015,2,2,,,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.015-100X,,P1008T015 (2009 FISH BC MEAS),846.7631779,485.1617146,213.0195626,,,,,,,,,148.5819007,,
ST.PRL.100809.TPN.016,2,2,,,,2,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.016-100X,,P1008T016 (2009 FISH BC MEAS),828.0800223,425.089316,276.2479866,,,,,,,,,126.7427197,,
ST.PRL.100809.TPN.017,2,2,2,2,,2,2006,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.PRL.100809.TPN.017.OTO2-100X,,P1008T017 (2009),,,,,,,,,,,,,,Mounts of both OTOs too poor for BC
ST.PRL.100809.TPN.018,,,0,0,,0,2009,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.PRL.100809.TPN.018.OTO2-100X,,P1008T018 (2009),,,,,,,,,,,,,,
ST.PRL.100809.TPN.020,2,2,2,2,,2,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,PROXIMAL EDGE VENTRAL OF SULCUS,ST.PRL.100809.TPN.020.OTO2-100X,,P1008T020 (2009 FISH BC MEAS),754.362245,434.1307283,206.0528653,,,,,,,,,114.1786514,,
ST.PRL.100809.TPN.022,,,0,0,,0,2007,Pat Kelly,Kurt Jirka,OTOLITH,TRANSVERSE,,ST.PRL.100809.TPN.022.OTO2-100X,,P1008T022 (2009),,,,,,,,,,,,,,Mounts of both OTOs too poor for BC
