ST,CS,CC,WS,NRD,PS,LMB,SMB,lake.richnes,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT
0,0,1,1,0,1,0,0,8,537948,78.6,265,Champlain,Ellenburg Depot ,-73.80570278,44.90170556
1,0,1,1,1,0,0,0,5,13851,1.9,411,Champlain,Ellenburg Mtn ,-73.85070278,44.85031944
0,0,0,1,0,0,1,0,2,400222,9.7,386,Champlain,Jericho ,-73.65625278,44.80226111
1,0,1,1,1,0,0,0,7,48526,7.1,517,Champlain,Ellenburg Mtn ,-73.85125556,44.75504167
0,0,0,1,0,1,0,0,6,6188,1,227,Champlain,Dannemora ,-73.695975,44.67726389
1,0,1,1,1,1,0,0,7,44104,2.3,387,Champlain,Redford ,-73.82431111,44.62365556
1,0,1,1,1,0,0,0,5,52337,7.3,359,Champlain,Redford ,-73.77069722,44.59087778
1,0,1,1,0,0,0,0,6,352783,44.1,418,Champlain,Alder Brook ,-73.91347778,44.56338056
1,0,1,1,1,0,0,0,7,20070,2.1,464,Champlain,Alder Brook ,-73.94625556,44.62004444
0,1,0,1,0,1,0,1,10,7399735,49.4,522,Champlain,Loon Lake ,-74.07820556,44.56005
0,0,0,1,0,1,0,0,6,35002,1.2,521,Champlain,Loon Lake ,-74.09209444,44.56810556
0,0,0,1,0,1,0,0,8,318290,15.1,504,Champlain,Loon Lake ,-74.08598333,44.53671667
1,1,0,1,0,1,0,0,7,70716,1.3,518,Champlain,Loon Lake ,-74.10098333,44.52338333
1,0,1,1,1,0,0,0,5,93664,11.9,557,Champlain,Debar Mtn. ,-74.132375,44.52699444
1,0,0,1,0,1,0,0,7,515799,2.5,522,Champlain,Debar Mtn.,-74.12459722,44.51199444
1,0,0,1,0,1,0,0,4,10907,0.5,510,Champlain,Debar Mtn. ,-74.12848611,44.51032778
0,0,0,1,0,1,0,0,10,1214983,29,507,Champlain,Loon Lake ,-74.11431944,44.50588333
0,0,0,1,0,1,1,0,7,1713891,5,509,Champlain,Bloomingdale ,-74.14126389,44.49116389
0,0,0,1,0,1,0,0,4,391157,3.6,515,Champlain,Bloomingdale ,-74.12070833,44.49560556
0,0,0,1,0,1,0,0,7,6535932,70.2,508,Champlain,Bloomingdale ,-74.13431944,44.48866111
0,0,0,1,0,1,1,0,11,2840976,7.7,510,Champlain,Bloomingdale ,-74.17071111,44.48060833
0,0,0,1,0,1,0,0,9,5840244,92.2,446,Champlain,Wilmington ,-73.97403611,44.43615833
1,0,1,1,0,1,0,1,8,4922230,11.4,472,Champlain,Saranac Lake ,-74.06598611,44.36588333
1,1,1,1,1,0,0,0,7,15228,2.6,515,Champlain,Bloomingdale ,-74.02792778,44.37671389
0,0,0,1,0,0,0,0,4,239559,5.7,470,Champlain,Saranac Lake ,-74.12182222,44.32921667
1,1,1,1,0,1,0,0,9,6684667,22.1,506,Champlain,Saranac Lake ,-74.07459722,44.32421667
1,1,0,1,0,0,0,0,8,112306,9.7,478,Champlain,Saranac Lake ,-74.09265278,44.29338333
0,0,0,1,0,1,0,0,6,122995,9.9,482,Champlain,Saranac Lake ,-74.07181944,44.29699444
1,0,0,1,0,1,0,0,8,1465479,4,475,Champlain,Saranac Lake,-74.14737778,44.262275
1,0,0,1,1,0,0,0,4,18224,2.4,488,Champlain,Saranac Lake ,-74.15099167,44.259775
0,0,0,1,0,1,1,0,9,318532,32.8,468,Champlain,Saranac Lake ,-74.17126944,44.28338611
0,0,0,1,0,1,0,1,6,451623,26,468,Champlain,Saranac Lake ,-74.18349167,44.28866389
1,0,1,1,0,1,0,0,7,78419,2.8,483,Champlain,Saranac Lake ,-74.194325,44.32310833
1,1,1,1,0,0,0,0,8,1616528,8.6,480,Champlain,Upper Saranac Lake ,-74.36016389,44.31728056
1,1,1,1,0,0,0,0,5,53540,6.5,479,Champlain,Upper Saranac Lake ,-74.36183056,44.32616944
0,0,0,1,0,1,1,0,8,1189016,12.4,479,Champlain,Upper Saranac Lake ,-74.35738611,44.29978056
0,0,0,1,0,1,0,0,8,4456569,10.3,480,Champlain,Upper Saranac Lake ,-74.36460833,44.30283611
0,0,0,1,0,1,1,1,11,1506074,24.3,480,Champlain,Upper Saranac Lake ,-74.37183056,44.31700278
1,0,0,1,0,1,0,1,9,5230388,61.5,488,Champlain,Upper Saranac Lake ,-74.40044444,44.34728056
0,0,1,1,0,1,1,0,7,106783,3.5,492,Champlain,Upper Saranac Lake ,-74.41322222,44.35311389
1,0,1,1,1,1,0,0,7,1011088,4.1,509,Champlain,Upper Saranac Lake ,-74.42266667,44.35839167
1,0,0,1,0,1,1,0,8,743799,7.9,491,Champlain,Upper Saranac Lake ,-74.38321944,44.36561389
0,0,0,1,0,0,0,0,6,868309,16.6,493,Champlain,Upper Saranac Lake ,-74.37155278,44.36255833
0,0,0,1,0,1,1,1,13,14777670,45.3,493,Champlain,Upper Saranac Lake ,-74.35905278,44.35811389
1,0,0,1,1,0,0,0,4,31627,2.4,506,Champlain,Upper Saranac Lake ,-74.35321944,44.36478056
0,0,0,1,0,1,0,1,8,12483230,56.8,480,Champlain,Upper Saranac Lake ,-74.40961111,44.32366944
0,0,0,1,0,0,0,0,5,1083906,8.3,481,Champlain,Upper Saranac Lake ,-74.42461111,44.32866944
0,0,0,1,0,1,0,0,5,88154,2.8,482,Champlain,Upper Saranac Lake ,-74.42461111,44.31728056
0,0,0,1,0,1,0,0,6,169547,21.4,489,Champlain,Upper Saranac Lake ,-74.42766667,44.30005833
0,0,0,1,0,1,0,1,6,4900966,6.6,490,Champlain,Upper Saranac Lake ,-74.38766667,44.27616944
0,0,0,1,0,1,0,0,4,19983,2,491,Champlain,Upper Saranac Lake ,-74.39516667,44.26505833
1,0,0,1,0,0,0,0,5,2387882,4.5,481,Champlain,Upper Saranac Lake ,-74.34321944,44.33811389
1,0,0,1,0,0,0,0,7,433336,4.4,492,Champlain,Upper Saranac Lake ,-74.31127222,44.35283333
1,0,0,1,0,1,0,0,6,15350690,20.9,487,Champlain,Upper Saranac Lake ,-74.28543889,44.35533333
1,0,1,1,1,0,0,0,6,179099,16.7,381,Champlain,Peasleeville ,-73.73236389,44.51115833
1,0,1,1,0,1,0,0,7,318440,6.3,329,Champlain,Peasleeville ,-73.72708611,44.5481
1,0,1,1,0,0,0,0,4,21761,2.6,499,Champlain,Wilmington ,-73.89736667,44.44338056
1,0,1,1,1,0,0,0,6,20835,4.8,446,Champlain,Redford ,-73.83708889,44.505325
1,0,1,1,0,1,0,0,6,284002,4.2,515,Champlain,Lake Placid ,-73.90292222,44.32310278
1,0,1,1,0,1,0,0,6,877814,1.8,546,Champlain,Lake Placid ,-73.89792222,44.32921389
1,0,1,1,1,0,0,0,8,10468,1.2,535,Champlain,Lake Placid ,-73.89375556,44.32615833
1,0,0,1,0,0,0,0,4,43282,2.6,570,Champlain,Lake Placid ,-73.88903333,44.33171389
1,0,1,1,0,0,0,0,4,36662,4,558,Champlain,Lake Placid ,-73.88153333,44.32921389
1,1,1,1,1,1,0,0,10,12855,2.4,503,Champlain,Lake Placid ,-73.93820278,44.30143611
1,0,1,1,1,0,0,0,7,77653,2.9,521,Champlain,Lake Placid ,-73.94209167,44.307825
0,1,0,1,0,0,0,0,9,1736936,11.7,506,Champlain,Lake Placid ,-73.93459167,44.30643611
1,1,1,1,1,1,0,0,11,134798,4.9,518,Champlain,Lake Placid ,-73.92875833,44.31643611
1,1,1,1,0,1,0,0,8,18521,1.6,520,Champlain,Lake Placid ,-73.92875833,44.31726944
1,1,1,1,1,1,0,0,10,43323,1.5,543,Champlain,Lake Placid ,-73.92598056,44.325325
1,0,1,1,1,0,0,0,5,44513,7.7,514,Champlain,Lake Placid ,-73.92459167,44.28976944
0,1,1,1,0,1,0,1,10,91394,8.7,528,Champlain,Lake Placid ,-73.98320556,44.27699167
0,0,0,1,0,1,0,1,6,70572,6.9,570,Champlain,Lake Placid ,-73.965425,44.29588056
1,1,1,1,0,0,0,0,7,99330,5.1,558,Champlain,Saranac Lake ,-74.01070556,44.267825
0,0,0,1,0,1,0,0,6,468529,11.1,635,Champlain,Keene Valley ,-73.9057,44.22865833
1,0,1,1,1,0,0,0,5,55802,6.2,570,Champlain,Keene Valley ,-73.95181389,44.22699167
1,0,0,1,0,0,0,0,4,544614,3.2,661,Champlain,Keene Valley ,-73.96709167,44.17977222
1,0,1,1,0,1,0,0,9,345522,6,618,Champlain,Keene Valley ,-73.86014444,44.237825
1,0,0,1,0,0,0,0,7,1144425,1.1,620,Champlain,Keene Valley ,-73.87403333,44.22449167
1,0,1,1,1,0,0,0,6,30733,0.8,695,Champlain,Elizabethtown ,-73.73846944,44.14393889
1,0,1,1,0,0,0,0,6,685476,2.4,491,Champlain,Keene Valley ,-73.75208056,44.14116111
1,1,1,1,1,0,0,0,10,1722556,32.2,595,Champlain,Mt. Marcy ,-73.82458333,44.11810833
1,1,1,1,0,0,0,0,8,2702942,24.8,607,Champlain,Mt. Marcy ,-73.86236111,44.08422222
0,0,1,1,1,1,0,0,6,289608,21.8,188,Champlain,Lewis,-73.55624444,44.28477222
1,0,1,1,1,0,0,0,6,38619,3,190,Champlain,Lewis ,-73.55624444,44.26477222
1,0,1,1,1,1,0,0,7,225399,0.7,225,Champlain,Ausable Forks ,-73.58235833,44.38615833
0,0,0,1,1,1,0,0,8,163602,13.8,262,Champlain,Ausable Forks ,-73.57180278,44.415325
0,0,0,1,0,0,1,0,4,42981,3.5,262,Champlain,Ausable Forks ,-73.65152778,44.39949167
1,0,1,1,0,1,0,0,7,688509,23.7,465,Champlain,Elizabethtown ,-73.51929444,44.15394167
0,0,1,1,0,1,0,0,7,801569,8.9,460,Champlain,Witherbee ,-73.55290556,44.11283056
0,0,1,1,0,1,0,0,5,17303,0.6,465,Champlain,Witherbee ,-73.54123889,44.11255278
1,0,1,1,1,0,0,0,8,14170,2.4,174,Champlain,Elizabethtown ,-73.56957778,44.23810556
1,1,0,1,0,1,1,0,8,12493,1.2,175,Champlain,Elizabethtown ,-73.60235556,44.21032778
0,0,0,1,0,1,1,1,6,498062,4.5,328,Champlain,Elizabethtown ,-73.57818611,44.18088333
1,0,0,1,0,1,0,0,5,384926,4.6,527,Champlain,Witherbee ,-73.73208056,44.12394167
0,0,1,1,0,1,0,0,8,163158,4.3,186,Champlain,Port Henry ,-73.48790278,44.06533333
1,0,1,1,0,0,0,0,5,68884,1.1,485,Champlain,Witherbee ,-73.50790556,44.119775
1,0,0,1,0,1,0,0,7,414788,9.2,485,Champlain,Elizabethtown ,-73.51346111,44.12783056
1,0,1,1,0,0,0,0,7,9966,0.8,405,Champlain,Witherbee ,-73.53901667,44.089775
1,1,1,1,0,0,0,0,8,15793,1.9,366,Champlain,Witherbee ,-73.60179444,44.03311111
0,0,0,1,0,0,1,0,5,341927,1.3,460,Champlain,Witherbee ,-73.60318333,44.04033333
0,0,1,1,0,0,0,0,5,17154,2.3,411,Champlain,Witherbee ,-73.58012778,44.02561111
0,0,1,1,0,0,0,0,4,83131,5.6,445,Champlain,Witherbee ,-73.57707222,44.01783333
0,0,1,1,0,0,0,0,6,407134,15,411,Champlain,Witherbee ,-73.58429444,44.02588889
0,0,1,1,0,0,0,0,3,77731,1.9,448,Champlain,Witherbee,-73.58262778,44.01588889
0,0,1,1,0,0,0,0,4,23548,3.6,441,Champlain,Witherbee ,-73.58068333,44.01366667
1,0,0,1,0,1,0,0,6,464363,11.8,328,Champlain,Eagle Lake ,-73.54456944,43.98755556
0,0,0,1,0,1,1,0,8,2259559,42.5,399,Champlain,Graphite ,-73.57179167,43.83922778
1,0,1,1,0,0,0,0,6,927908,1,432,Champlain,Graphite ,-73.59401389,43.83783889
1,0,1,1,0,0,0,0,7,6388,0.8,457,Champlain,Graphite ,-73.59123611,43.83422778
0,0,0,1,0,1,1,0,7,844757,29.7,399,Champlain,Graphite ,-73.58234722,43.83756111
0,0,0,1,0,1,1,1,9,430135,29.2,335,Champlain,Graphite ,-73.56317778,43.76200556
1,0,1,1,1,1,0,0,6,14769,0.7,326,Champlain,Whitehall ,-73.486225,43.58256667
1,0,0,1,0,1,1,0,8,1873608,12.1,261,Champlain,Putnam Mtn. ,-73.54844722,43.485625
0,0,0,1,0,1,0,0,7,53046,0.9,381,Champlain,Putnam Mtn. ,-73.60233889,43.46284722
0,0,0,1,0,1,1,1,12,4197790,26.7,138,Champlain,Putnam Mtn. ,-73.57705833,43.41451389
0,0,0,1,0,0,0,0,3,43159,5.5,343,St. Lawrence - Canada,Churubusco ,-73.90320833,44.96059722
0,0,1,1,0,1,0,1,11,1146411,66.1,399,St. Lawrence - Canada,Brainardsville ,-74.00653611,44.80671111
1,0,1,1,0,1,0,0,8,832004,43.3,501,St. Lawrence - Canada,Ellenburg Center ,-73.8932,44.753375
1,0,1,1,0,0,0,0,4,28947,4.5,393,St. Lawrence - Canada,Chasm Falls ,-74.19099167,44.76449444
0,1,1,1,0,1,0,0,12,8637690,45.4,426,St. Lawrence - Canada,Lake Titus ,-74.28599722,44.74088611
1,0,0,1,1,0,0,0,4,10261,1.5,450,St. Lawrence - Canada,Owls Head ,-74.18126667,44.73838333
1,0,1,1,1,0,0,0,9,1590021,12.4,477,St. Lawrence - Canada,Owls Head ,-74.1996,44.63005
0,0,0,1,0,1,0,0,4,301367,22.8,500,St. Lawrence - Canada,Debar Mtn. ,-74.13765278,44.59755
1,1,1,1,1,1,0,0,9,25377,4.6,509,St. Lawrence - Canada,Loon Lake ,-74.11543056,44.58032778
1,0,1,1,1,0,0,0,9,1933109,14.5,501,St. Lawrence - Canada,Brainardsville ,-74.11070833,44.76949167
0,1,1,1,0,1,0,0,8,542542,97.1,453,St. Lawrence - Canada,Ragged Lake ,-74.13626389,44.705325
1,0,0,1,0,1,0,0,6,3769281,74,453,St. Lawrence - Canada,Owls Head ,-74.12876389,44.71199167
0,0,1,1,0,0,0,0,3,3434,0.4,459,St. Lawrence - Canada,Ragged Lake ,-74.10793056,44.69088056
1,1,1,1,1,1,0,0,10,149301,1.8,454,St. Lawrence - Canada,Ragged Lake ,-74.11098611,44.68643611
0,1,1,1,0,1,0,0,8,3890189,68.3,528,St. Lawrence - Canada,Ragged Lake ,-74.06653889,44.70754444
1,1,1,1,1,0,0,0,9,34377,5.9,532,St. Lawrence - Canada,Ragged Lake ,-74.06514722,44.74448889
1,0,1,1,0,1,0,0,9,130708,14.3,539,St. Lawrence - Canada,Brainardsville ,-74.06626111,44.77282222
1,0,1,1,0,1,0,0,9,487930,43.8,520,St. Lawrence - Canada,Ragged Lake ,-74.09515,44.65199167
1,0,1,1,1,0,0,0,8,20187,1.9,479,St. Lawrence - Canada,Loon Lake ,-74.07515,44.600325
1,0,1,1,0,0,0,0,6,111471,7.5,311,St. Lawrence - Canada,St. Regis Falls ,-74.52850556,44.70700278
0,0,0,1,0,1,0,1,8,1773001,157.6,444,St. Lawrence - Canada,Lake Titus ,-74.31988611,44.65783056
0,0,0,1,0,0,0,0,5,17787,1.4,449,St. Lawrence - Canada,Lake Titus ,-74.27877222,44.65060833
0,1,0,1,0,1,0,0,8,179577,21.2,444,St. Lawrence - Canada,Lake Titus ,-74.28932778,44.66033056
0,0,0,1,0,1,0,1,6,611449,8.1,445,St. Lawrence - Canada,Lake Titus ,-74.31544167,44.68671944
0,1,0,1,0,1,1,1,11,69077,16.4,445,St. Lawrence - Canada,Lake Titus ,-74.27877222,44.66838611
1,0,0,1,1,1,0,0,5,46955,3.3,466,St. Lawrence - Canada,Meacham Lake ,-74.27932778,44.59560833
1,0,0,1,0,0,0,0,4,117337,7.3,451,St. Lawrence - Canada,Meacham Lake ,-74.26265833,44.61394167
0,0,1,1,1,1,0,0,7,459139,6.9,396,St. Lawrence - Canada,Rainbow Falls ,-74.77213611,44.55839444
0,0,1,1,1,0,0,0,4,61519,6.3,421,St. Lawrence - Canada,Sylvan Falls ,-74.64406944,44.58700556
1,0,1,1,0,0,0,0,5,7869,1.6,393,St. Lawrence - Canada,Sylvan Falls ,-74.69240833,44.58756111
1,1,1,1,0,1,0,0,8,235542,3.4,437,St. Lawrence - Canada,Lake 0zonia,-74.60545556,44.51200833
1,1,0,1,0,0,0,0,5,5800,0.8,478,St. Lawrence - Canada,Lake 0zonia ,-74.53572778,44.51256111
1,1,1,1,0,0,0,0,6,2416,0.5,474,St. Lawrence - Canada,Lake 0zonia ,-74.51628056,44.51506111
1,1,1,1,0,1,0,0,8,352304,2.2,476,St. Lawrence - Canada,Upper Saranac Lake ,-74.48128056,44.36506111
1,1,1,1,1,1,0,0,8,146888,7.5,493,St. Lawrence - Canada,Upper Saranac Lake ,-74.47739167,44.34311667
1,1,1,1,0,1,0,0,9,715649,10.7,496,St. Lawrence - Canada,Upper Saranac Lake ,-74.44738889,44.34839444
1,0,1,1,1,1,0,0,9,386936,0.8,518,St. Lawrence - Canada,Upper Saranac Lake ,-74.43072222,44.35783611
1,1,1,1,1,1,0,0,8,1779734,12.3,503,St. Lawrence - Canada,Upper Saranac Lake ,-74.451,44.36950556
1,0,1,1,1,0,0,0,6,502225,1.7,486,St. Lawrence - Canada,St Regis Mtn. ,-74.39571944,44.39589167
1,0,1,1,1,0,0,0,4,176009,2.1,489,St. Lawrence - Canada,St Regis Mtn. ,-74.39071944,44.38394722
1,0,1,1,1,0,0,0,4,304499,2.6,496,St. Lawrence - Canada,St Regis Mtn.,-74.38683056,44.38089167
1,1,1,1,0,1,0,0,7,425637,3.1,486,St. Lawrence - Canada,St Regis Mtn. ,-74.38405278,44.39505833
1,1,1,1,0,1,0,0,8,3268409,12.4,486,St. Lawrence - Canada,St Regis Mtn. ,-74.37794167,44.39505833
1,0,1,1,0,1,0,0,6,36675,4,487,St. Lawrence - Canada,St Regis Mtn. ,-74.36016389,44.39255833
1,0,1,1,0,1,0,0,5,41204,2.4,503,St. Lawrence - Canada,St Regis Mtn. ,-74.34183056,44.39033611
1,0,1,1,0,0,0,0,3,589818,4.8,510,St. Lawrence - Canada,St Regis Mtn. ,-74.36460833,44.38339167
1,1,1,1,0,1,0,0,7,519947,2.7,492,St. Lawrence - Canada,St Regis Mtn. ,-74.34210833,44.38616944
1,0,0,1,0,1,0,0,4,125215,7.9,503,St. Lawrence - Canada,St Regis Mtn. ,-74.34683056,44.37700278
1,0,1,1,1,1,0,0,8,7592260,58,493,St. Lawrence - Canada,Upper Saranac Lake ,-74.29266111,44.382
0,0,1,1,1,1,0,0,7,59055,3.6,493,St. Lawrence - Canada,St Regis Mtn. ,-74.30238333,44.37727778
1,0,0,1,1,0,0,0,5,73883,0.7,491,St. Lawrence - Canada,Upper Saranac Lake ,-74.31155,44.36672222
1,0,0,1,0,0,0,0,2,16592,0.8,494,St. Lawrence - Canada,Upper Saranac Lake ,-74.31349444,44.37061111
0,0,1,1,0,0,0,0,5,36157,5,334,St. Lawrence - Canada,Nicholville ,-74.62906944,44.66311389
1,0,1,1,0,1,0,0,7,2035883,18.7,424,St. Lawrence - Canada,Lake 0zonia ,-74.54128333,44.61116944
0,0,0,1,0,1,0,1,8,11395910,39.4,421,St. Lawrence - Canada,Lake 0zonia ,-74.59073333,44.57950556
0,1,1,1,0,1,0,1,10,21840,3.6,410,St. Lawrence - Canada,Lake 0zonia ,-74.57461944,44.59089444
0,1,1,1,0,1,0,0,8,23966,3.1,395,St. Lawrence - Canada,St. Regis Falls ,-74.50044722,44.66144722
1,0,1,1,1,0,0,0,4,100766,9.7,490,St. Lawrence - Canada,Meacham Lake ,-74.34599444,44.53116667
0,0,0,1,0,1,0,0,5,220257,3,474,St. Lawrence - Canada,Meacham Lake,-74.29293611,44.51505556
0,0,0,1,0,1,0,0,6,133466,4.6,474,St. Lawrence - Canada,Meacham Lake ,-74.29376944,44.50866667
0,0,0,1,0,1,1,0,9,1277839,17,483,St. Lawrence - Canada,St Regis Mtn. ,-74.29793611,44.48394444
0,0,0,1,0,1,1,0,7,383245,4.7,488,St. Lawrence - Canada,St Regis Mtn. ,-74.30321389,44.49644444
1,1,1,1,0,1,0,0,8,34352,4.4,503,St. Lawrence - Canada,St Regis Mtn.,-74.25404722,44.49227778
0,0,0,1,0,1,0,0,6,730878,56.2,504,St. Lawrence - Canada,Bloomingdale ,-74.20015556,44.45033056
1,0,0,1,0,1,0,0,7,1169737,99.7,405,St. Lawrence - Canada,Santa Clara ,-74.45433333,44.63478056
1,0,1,1,1,1,0,0,8,1368,0.2,460,St. Lawrence - Canada,Lake 0zonia ,-74.500725,44.51867222
1,0,0,1,0,1,0,0,6,674322,73.1,484,St. Lawrence - Canada,Meno ,-74.39488611,44.51894722
1,0,0,1,0,0,0,0,5,168026,4.7,480,St. Lawrence - Canada,St Regis Mtn. ,-74.31877222,44.46866667
1,1,1,1,1,1,0,0,9,6137,0.9,494,St. Lawrence - Canada,St Regis Mtn. ,-74.30432778,44.43616667
1,1,1,1,0,1,0,0,7,111233,5.4,509,St. Lawrence - Canada,St Regis Mtn. ,-74.29877222,44.43922222
0,0,0,1,0,1,1,0,8,7606124,50.7,494,St. Lawrence - Canada,St Regis Mtn. ,-74.27043611,44.43172222
0,0,0,1,0,1,0,1,8,5036554,30.5,494,St. Lawrence - Canada,St Regis Mtn. ,-74.25710278,44.42311111
1,0,0,1,0,0,1,0,6,114918,3.9,499,St. Lawrence - Canada,St Regis Mtn. ,-74.28293889,44.3845
0,0,0,1,0,0,0,0,2,70393,0.4,506,St. Lawrence - Canada,St Regis Mtn. ,-74.29960556,44.42811111
0,0,1,1,1,1,0,0,4,70245,2.3,271,St. Lawrence,West Pierrepont ,-75.03686667,44.44339444
1,1,1,1,1,1,0,0,9,4269,0.9,289,St. Lawrence,West Pierrepont ,-75.00464167,44.46783889
0,0,1,1,1,0,0,0,4,48819,8.1,302,St. Lawrence,Albert Marsh ,-74.98491944,44.44534167
0,1,0,1,1,0,0,0,7,28861,1.1,332,St. Lawrence,Albert Marsh ,-74.96130833,44.46534167
0,1,1,1,1,0,0,0,7,73328,8.4,413,St. Lawrence,Stark ,-74.86546944,44.39284167
1,0,1,1,1,1,0,0,6,191825,13.8,449,St. Lawrence,Stark ,-74.82935556,44.38423056
0,0,0,1,0,1,0,0,7,9410,1,238,St. Lawrence,West Pierrepont ,-75.0702,44.40339444
1,1,1,1,0,1,0,0,6,187112,8.8,419,St. Lawrence,Tooley Pond ,-74.94658333,44.32589444
1,0,1,1,1,1,0,0,6,14846,1.9,419,St. Lawrence,Tooley Pond ,-74.94825,44.31811667
1,0,1,1,1,1,0,0,7,182433,0.6,395,St. Lawrence,Stark ,-74.87185833,44.391175
1,1,1,1,1,1,0,0,7,94762,4.9,442,St. Lawrence,Brother Ponds ,-74.81268889,44.34950556
1,1,1,1,1,1,0,0,7,111110,12.4,445,St. Lawrence,Brother Ponds ,-74.80935556,44.33700556
1,0,1,1,1,1,0,0,6,280930,12.9,445,St. Lawrence,Brother Ponds ,-74.85519167,44.33561667
1,0,1,1,1,1,0,0,8,117717,4.8,363,St. Lawrence,Tooley Pond ,-74.97936389,44.34006111
1,1,1,1,0,0,0,0,5,20659,2.8,431,St. Lawrence,Newton Falls ,-74.95186111,44.24256111
1,1,1,1,0,0,0,0,5,930562,11.4,432,St. Lawrence,Newton Falls ,-74.95047222,44.24783889
1,1,1,1,0,1,0,0,8,106910,4,443,St. Lawrence,Brother Ponds ,-74.83907778,44.28672778
1,1,1,1,0,1,0,0,8,24100,4.2,442,St. Lawrence,Brother Ponds ,-74.83907778,44.28867222
1,1,1,1,0,1,0,0,8,234084,13.4,443,St. Lawrence,Brother Ponds ,-74.82991111,44.29256111
0,0,0,1,0,1,0,1,6,1689988,14.8,452,St. Lawrence,Cranberry Lake ,-74.82074167,44.23172778
1,0,1,1,0,1,0,0,7,290858,27.2,457,St. Lawrence,Brother Ponds ,-74.76213056,44.27145
1,0,1,1,0,1,0,0,7,60033,5.6,443,St. Lawrence,Brother Ponds ,-74.79963056,44.30589444
1,0,1,1,0,1,0,0,7,97129,9.4,443,St. Lawrence,Brother Ponds,-74.79963333,44.32978333
0,1,1,1,0,0,0,0,5,19637,2.5,454,St. Lawrence,Brother Ponds,-74.75518333,44.25228333
1,1,1,1,0,0,0,0,8,77682,14.2,460,St. Lawrence,Childwold ,-74.74435,44.25506111
1,0,1,1,1,1,0,0,8,312049,12.9,468,St. Lawrence,Childwold ,-74.667125,44.28950556
0,0,0,1,0,1,0,1,9,12210020,43.7,461,St. Lawrence,Childwold ,-74.662125,44.25006111
1,1,0,1,0,1,0,1,8,687006,41.3,462,St. Lawrence,Childwold ,-74.63962222,44.26756111
1,0,0,1,1,1,0,0,6,391000,5,466,St. Lawrence,Piercefield ,-74.64462222,44.24811667
1,0,0,1,0,0,0,0,3,365943,1.3,463,St. Lawrence,Piercefield ,-74.65795556,44.24006111
1,0,1,1,1,0,0,0,4,175418,21.8,490,St. Lawrence,Piercefield ,-74.70906944,44.21228333
1,0,1,1,0,0,0,0,4,118530,5.4,539,St. Lawrence,Piercefield ,-74.70156944,44.16145
1,0,0,1,0,0,0,0,3,129891,2.6,315,Oswegatchie,Harrisville ,-75.25353611,44.21367222
0,0,0,1,0,1,1,0,8,306236,2.7,235,Oswegatchie,Fine ,-75.23353611,44.20756389
0,1,1,1,0,1,0,0,8,3037665,6.9,262,Oswegatchie,Fine ,-75.20436944,44.22311667
0,0,0,1,0,1,1,0,8,989379,2.2,241,Oswegatchie,South Edwards ,-75.22909444,44.25561667
1,0,1,1,1,1,0,0,7,225813,4.9,331,Oswegatchie,Fine ,-75.20464444,44.16034167
0,0,1,1,0,1,0,0,5,30002,0.8,335,Oswegatchie,Fine ,-75.19325278,44.15534167
1,1,1,1,1,1,0,0,8,140625,5,335,Oswegatchie,Fine ,-75.19436389,44.15645278
1,1,1,1,0,1,0,0,6,246830,4.3,315,Oswegatchie,Fine ,-75.22242222,44.16673056
0,0,0,1,1,1,0,0,5,82107,1.1,282,Oswegatchie,Harrisville ,-75.28158889,44.14811944
0,0,1,1,0,1,0,0,5,29024,3.7,302,Oswegatchie,Harrisville ,-75.26047778,44.14284167
0,1,1,1,0,1,0,0,9,3041,0.7,267,Oswegatchie,Harrisville ,-75.30214167,44.12589722
1,0,0,1,0,0,0,0,2,261376,3,572,Oswegatchie,Stillwater ,-75.06685278,43.96423333
0,0,1,1,1,0,0,0,4,10125,1.3,539,Oswegatchie,Stillwater ,-75.04990833,43.99534167
1,0,0,1,1,0,0,0,4,1471441,10.5,547,Oswegatchie,Oswegatchie SE ,-75.01046667,44.01061944
1,0,0,1,1,1,0,0,8,297871,36.5,390,Oswegatchie,Remington Corners ,-75.25463611,44.00562222
1,0,1,1,0,1,0,0,7,996150,13.6,409,Oswegatchie,Stillwater ,-75.23435556,43.97534444
1,0,0,1,0,1,0,0,7,331210,3,411,Oswegatchie,Stillwater ,-75.20018889,43.99534444
1,0,0,1,0,1,0,0,7,801422,4.2,413,Oswegatchie,Stillwater ,-75.19463333,43.99784444
0,0,1,1,0,1,0,0,4,107519,7.2,419,Oswegatchie,Oswegatchie SW ,-75.18796667,44.01395556
0,0,0,1,0,1,0,0,6,5640438,12.4,411,Oswegatchie,Stillwater ,-75.19213333,43.99367778
0,0,0,1,0,1,0,0,6,762059,5.6,411,Oswegatchie,Stillwater ,-75.19324444,43.98645556
0,0,1,1,0,1,1,0,7,281541,3.1,298,Oswegatchie,South Edwards ,-75.13020278,44.26311667
0,1,0,1,0,1,0,1,5,43328,2.5,229,Oswegatchie,South Edwards ,-75.19881667,44.26922778
0,0,1,1,0,1,0,1,9,956611,10.1,257,Oswegatchie,South Edwards ,-75.19214722,44.26617222
0,0,0,1,0,1,1,1,8,4042120,26.3,323,Oswegatchie,Oswegatchie ,-75.07325278,44.22172778
